"field_id,""zone_id"",""crop_type"",""date"",""soil_moisture_percent"",""air_temperature_celsius"",""relative_humidity_percent"",""wind_speed_mps"",""rainfall_mm"",""reference_evapotranspiration_ET0_mm"",""crop_coefficient_Kc"",""crop_evapotranspiration_ETc_mm"",""recommended_irrigation_mm"",""irrigation_duration_minutes"",""irrigation_status"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-01"",""78,2"",""14,8"",""82,7"",""5,8"",""0"",""3,1"",""1,18"",""3,66"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-01"",""78,7"",""14,8"",""82,7"",""5,8"",""0"",""3,1"",""0,82"",""2,54"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z3"",""Potato"",""2022-01-01"",""78,3"",""14,8"",""82,7"",""5,8"",""0"",""3,1"",""1,12"",""3,47"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z4"",""Apple"",""2022-01-01"",""78,6"",""14,8"",""82,7"",""5,8"",""0"",""3,1"",""0,9"",""2,79"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-02"",""77,3"",""14,5"",""74"",""2,3"",""0"",""1,6"",""1,11"",""1,78"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-02"",""78"",""14,5"",""74"",""2,3"",""0"",""1,6"",""0,88"",""1,41"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z3"",""Potato"",""2022-01-02"",""77,4"",""14,5"",""74"",""2,3"",""0"",""1,6"",""1,1"",""1,76"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z4"",""Apple"",""2022-01-02"",""77,9"",""14,5"",""74"",""2,3"",""0"",""1,6"",""0,92"",""1,47"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-03"",""76"",""11,1"",""66,1"",""6,4"",""0"",""2,1"",""1,18"",""2,48"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-03"",""77,1"",""11,1"",""66,1"",""6,4"",""0"",""2,1"",""0,88"",""1,85"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z3"",""Potato"",""2022-01-03"",""76,1"",""11,1"",""66,1"",""6,4"",""0"",""2,1"",""1,18"",""2,48"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z4"",""Apple"",""2022-01-03"",""76,9"",""11,1"",""66,1"",""6,4"",""0"",""2,1"",""0,95"",""2"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-04"",""73,9"",""14,9"",""63,2"",""5,7"",""0"",""3,6"",""1,18"",""4,25"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-04"",""75,6"",""14,9"",""63,2"",""5,7"",""0"",""3,6"",""0,82"",""2,95"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z3"",""Potato"",""2022-01-04"",""74,1"",""14,9"",""63,2"",""5,7"",""0"",""3,6"",""1,12"",""4,03"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z4"",""Apple"",""2022-01-04"",""75,2"",""14,9"",""63,2"",""5,7"",""0"",""3,6"",""0,91"",""3,28"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-05"",""100"",""18,6"",""68,4"",""4,6"",""25,6"",""1,4"",""1,16"",""1,62"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-05"",""100"",""18,6"",""68,4"",""4,6"",""25,6"",""1,4"",""0,88"",""1,23"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z3"",""Potato"",""2022-01-05"",""100"",""18,6"",""68,4"",""4,6"",""25,6"",""1,4"",""1,15"",""1,61"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z4"",""Apple"",""2022-01-05"",""100"",""18,6"",""68,4"",""4,6"",""25,6"",""1,4"",""0,97"",""1,36"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-06"",""100"",""16,4"",""87,8"",""7,8"",""7,3"",""1,6"",""1,18"",""1,89"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-06"",""100"",""16,4"",""87,8"",""7,8"",""7,3"",""1,6"",""0,86"",""1,38"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z3"",""Potato"",""2022-01-06"",""100"",""16,4"",""87,8"",""7,8"",""7,3"",""1,6"",""1,11"",""1,78"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z4"",""Apple"",""2022-01-06"",""100"",""16,4"",""87,8"",""7,8"",""7,3"",""1,6"",""0,99"",""1,58"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z1"",""Tomato"",""2022-01-07"",""98,1"",""11,8"",""84,5"",""7,3"",""0"",""3,4"",""1,13"",""3,84"",""0"",""0"",""Not Needed"""
"F_MED_01,""Z2"",""Grapes"",""2022-01-07"",""98,6"",""11,8"",""84,5"",""7,3"",""0"",""3,4"",""0,85"",""2,89"",""0"",""0"",""Not Needed"""
